search_term,playlist_id,playlist_name,description,followers,total_tracks,owner,external_url
Bollywood hits,6Z3BmVoSFRvMeMkv9XclTb,Top Bollywood Hits 2025,"bollywood hindi hit songs, top hindi songs, best hindi playlist, top hindi bollywood songs, top hindi hits 2025, best bollwood hindi hits 2025, arijit singh, new hindi songs, new bollywood music, latest hindi, new latest songs, best playlist",0,47,zusic,https://open.spotify.com/playlist/6Z3BmVoSFRvMeMkv9XclTb
Bollywood hits,3ba6w8ldKCmJN8IxI8ClXm,Bollywood Party 2025 🔥,Top Bollywood Hits of the Year | ig: _ashvipatel,0,382,Ashvi,https://open.spotify.com/playlist/3ba6w8ldKCmJN8IxI8ClXm
Bollywood hits,7sTkp2X5Aq84v9w9UtfkaF,All time Best BOLLYWOOD songs,mostlyafter2000 managed   - quickmedia.co (IG),0,1133,Ankur Pansare,https://open.spotify.com/playlist/7sTkp2X5Aq84v9w9UtfkaF
Bollywood hits,4nqbYFYZOCospBb4miwHWy,Trending Hindi Songs 2025 - Best Hindi Viral Hits Songs & Bollywood New Release,"Instagram Trending Hindi Songs, New Hindi Songs, Best Hindi Songs, Bollywood Songs, New Release Updated 2024, Bollywood Hits Songs, Love Songs, Viral Hindi Songs, Today&#x27;s Top Hits, New Trending Songs, Trending Hindi Songs 2024, Trending Songs, Best Hindi Songs",0,96,Feel Magical Vibes,https://open.spotify.com/playlist/4nqbYFYZOCospBb4miwHWy
Bollywood hits,2Kj5NUtVetggUDHPIGC9U7,Nostalgic Bollywood Songs (2000 -2010),Bollywood Hindi Punjabi Nostalgia Songs | Hit Bollywood Hindi Punjabi Songs Each Year (2000- 2010),0,68,Music Styles,https://open.spotify.com/playlist/2Kj5NUtVetggUDHPIGC9U7
Bollywood hits,4sWESBk2LnY8LyAxl12JEL,Classic Bollywood bangers,,0,151,Uzair javid,https://open.spotify.com/playlist/4sWESBk2LnY8LyAxl12JEL
Bollywood hits,0S7boBN3rPfo2F1DXX5U7k,All time bollywood party hits,,0,88,Sarmishtha Jain,https://open.spotify.com/playlist/0S7boBN3rPfo2F1DXX5U7k
Bollywood hits,2QnLDxeZMzIoCno54I9vKj,Bollywood Party Hits 2000-2022,Bollywood Party Hits 2000-2022,0,100,Soundd Asia,https://open.spotify.com/playlist/2QnLDxeZMzIoCno54I9vKj
Bollywood hits,4wJLkwU84uscxJ7SOlmUX1,Hot Hindi Hits 2010-2020,The best Bollywood hit songs of the decade 2010 - 2020,0,83,Sanketh B,https://open.spotify.com/playlist/4wJLkwU84uscxJ7SOlmUX1
Bollywood hits,0gpeaqsVaCIfwOqlBtLiXf,Arijit Singh super hit songs,,0,43,Manisha Bhoir,https://open.spotify.com/playlist/0gpeaqsVaCIfwOqlBtLiXf
Bollywood hits,6wVv6RynspgsuFVpzUigDu,Bollywood Hits 2000-10s,,0,77,RoyMiller62,https://open.spotify.com/playlist/6wVv6RynspgsuFVpzUigDu
Hindi songs,0i2S0eEdftTrmLKueMWUKX,Hindi songs (best of 2000-2025),,0,364,Vaishnavi,https://open.spotify.com/playlist/0i2S0eEdftTrmLKueMWUKX
Hindi songs,4nqbYFYZOCospBb4miwHWy,Trending Hindi Songs 2025 - Best Hindi Viral Hits Songs & Bollywood New Release,"Instagram Trending Hindi Songs, New Hindi Songs, Best Hindi Songs, Bollywood Songs, New Release Updated 2024, Bollywood Hits Songs, Love Songs, Viral Hindi Songs, Today&#x27;s Top Hits, New Trending Songs, Trending Hindi Songs 2024, Trending Songs, Best Hindi Songs",0,96,Feel Magical Vibes,https://open.spotify.com/playlist/4nqbYFYZOCospBb4miwHWy
Hindi songs,2U5naKBJ5DN3oOPbuRiTem,Hindi Songs - Mega Hit Mix - Bollywood songs - All time top 1000 songs,All time top 1000 songs - Bollywood Hindi songs. Mega Hit mix. Best songs in bollywood ranging from 1970s - 2020s,0,1024,Ankit Shah,https://open.spotify.com/playlist/2U5naKBJ5DN3oOPbuRiTem
Hindi songs,3bDJLJzvUBxBV4C7mezz6p,Top 50 Hindi Songs 2025 ( July ),"New hindi songs 2025,latest hindi songs 2025,new bollywood songs 2025,new hindi songs 2025,hindi songs 2025,latest hindi songs 2025,bollywood songs 2025,top hindi songs,sad hindi songs,romantic hindi songs,Top 50 Hindi Songs 2025 April,Aaj ki Raat,Sajni,raanjhan,2025,jo tum mere ho,ishq hai,2024",0,577,Music Box,https://open.spotify.com/playlist/3bDJLJzvUBxBV4C7mezz6p
Hindi songs,3y0dAb7a1ZRA7ArQzHqVkR,Hindi Music 2025 🎵 Best Hindi Songs / New Hindi Songs 2025 / Top Hits,"All the latest and most popular Hindi tracks &#x2F; Songs trending today newest hindi viral now , mix of sad , romantic , bollywood Songs , latest hindi 🎸",0,562,ViralTones,https://open.spotify.com/playlist/3y0dAb7a1ZRA7ArQzHqVkR
Hindi songs,6Z3BmVoSFRvMeMkv9XclTb,Top Bollywood Hits 2025,"bollywood hindi hit songs, top hindi songs, best hindi playlist, top hindi bollywood songs, top hindi hits 2025, best bollwood hindi hits 2025, arijit singh, new hindi songs, new bollywood music, latest hindi, new latest songs, best playlist",0,47,zusic,https://open.spotify.com/playlist/6Z3BmVoSFRvMeMkv9XclTb
Hindi songs,5iO6NAT7FkwyJ54qrwvqYP,Hindi Songs 🇮🇳🔥,,0,428,𝐵𝒾𝓈𝒽𝒶𝓁ツ,https://open.spotify.com/playlist/5iO6NAT7FkwyJ54qrwvqYP
Hindi songs,0fc9xfo7k5hqTZJUFOX2YH,Hindi Songs,,0,324,Shrutiiii,https://open.spotify.com/playlist/0fc9xfo7k5hqTZJUFOX2YH
Hindi songs,0Sm64Lu6z1OK8yM3Oeo4Wx,Best indie songs of all time ,,0,92,Jen Affleck,https://open.spotify.com/playlist/0Sm64Lu6z1OK8yM3Oeo4Wx
Hindi songs,3ygQdfyyZJHlGzQ5TMU4lU,Best Hindi Hot Hits 2024,Cover: Stree 2 Best Hindi Songs 2024 | Top Hits 2024 | All time best songs | Romantic songs | Bollywood songs | Hollywook songs | Instagram Reels | Tik Tok music,0,139,Elecrora,https://open.spotify.com/playlist/3ygQdfyyZJHlGzQ5TMU4lU
Hindi songs,707CiNrlsG6MDWG7K2HmnW,TOP 50 HINDI SONGS - LATEST HINDI HITS  (MAY 2025),TOP 50 HINDI SONGS - LATEST HINDI HITS  (MAY 2025),0,50,StereoAux,https://open.spotify.com/playlist/707CiNrlsG6MDWG7K2HmnW
Hindi songs,7D5SFFJ2ZX12fxWUziDhjN,Hindi songs ,,0,280,Nkbrijesh,https://open.spotify.com/playlist/7D5SFFJ2ZX12fxWUziDhjN
Hindi songs,6DUz3ugSUX6ls2lq9AseKx,Hindi Songs,,0,411,Saket Tipnis,https://open.spotify.com/playlist/6DUz3ugSUX6ls2lq9AseKx
Hindi songs,2Kj5NUtVetggUDHPIGC9U7,Nostalgic Bollywood Songs (2000 -2010),Bollywood Hindi Punjabi Nostalgia Songs | Hit Bollywood Hindi Punjabi Songs Each Year (2000- 2010),0,68,Music Styles,https://open.spotify.com/playlist/2Kj5NUtVetggUDHPIGC9U7
Bollywood classics,4sWESBk2LnY8LyAxl12JEL,Classic Bollywood bangers,,0,151,Uzair javid,https://open.spotify.com/playlist/4sWESBk2LnY8LyAxl12JEL
Bollywood classics,1g0ObStnohqvNXeDhyXVE7,"60s, 70s, 80s Hindi Melodies (Bollywood Timeless Classics)",Soothing melodies of 3 decades for night time listening are listed. ,0,140,Amuthan Angappan,https://open.spotify.com/playlist/1g0ObStnohqvNXeDhyXVE7
Bollywood classics,7sTkp2X5Aq84v9w9UtfkaF,All time Best BOLLYWOOD songs,mostlyafter2000 managed   - quickmedia.co (IG),0,1133,Ankur Pansare,https://open.spotify.com/playlist/7sTkp2X5Aq84v9w9UtfkaF
Bollywood classics,45kAbfAdCqx3DjnoByW5hg,Golden & Timeless Old Bollywood ,"Old and golden Bollywood songs will always be evergreen. Soulful and melodious, enjoy these classics from Kishore Kumar, Lata Mangeshkar, Asha Bhosle, and more.",0,68,Disha Aroha,https://open.spotify.com/playlist/45kAbfAdCqx3DjnoByW5hg
Bollywood classics,4VigpjqpONdVfSdhAPGTzR,"50s, 60s, 70s & 80s Bollywood Hits","346 songs | 1950s, 1960s, 1970s, 1980s | hindi • popular • evergreen • classics • superhit • retro • old",0,346,Raghu,https://open.spotify.com/playlist/4VigpjqpONdVfSdhAPGTzR
Bollywood classics,32jzKNGIoUc6c0sPoLo4eK,Bollywood hindi instrumentals,Hindi classics,0,139,Ankit,https://open.spotify.com/playlist/32jzKNGIoUc6c0sPoLo4eK
Bollywood classics,4jZXURZC4S2KBt9IfA7fJ7,Best of Bollywood 1990s,The best Hindi songs from the 1990s,0,78,Ajay Srinivasan,https://open.spotify.com/playlist/4jZXURZC4S2KBt9IfA7fJ7
Bollywood classics,67iTzi1HD2lO3xom6uYW6J,"70s, 80s and 90s Bollywood classics",Enjoy these memorable songs from 70s and 80s. Also check out my 90s only songs from this playlist https:&#x2F;&#x2F;open.spotify.com&#x2F;playlist&#x2F;2YlxfEsDUNRp646ahXL6lQ?si=l5iuLmIPRR6oQwFxxRma-w,0,370,Sekhar Vajjhala,https://open.spotify.com/playlist/67iTzi1HD2lO3xom6uYW6J
Bollywood classics,055kvG2XzWqLe7fsMf6xmN,90s Bollywood,Jam to these 90s bollywood classics form Saajan to DDLJ,0,903,Musico Playlists,https://open.spotify.com/playlist/055kvG2XzWqLe7fsMf6xmN
Bollywood classics,3VHikyuDg1lCdscamf71cb,Bollywood Hits 1990s - 2000s,,0,321,Meera Sachania,https://open.spotify.com/playlist/3VHikyuDg1lCdscamf71cb
Bollywood classics,4ZhMH1aRciKzfKNX5UtAvy,Old Hindi Classics Songs,Evergreen Hits From 50&#x27;s To 70&#x27;s Hindi Bollywood Classics Song,0,113,Sankuuuuuu,https://open.spotify.com/playlist/4ZhMH1aRciKzfKNX5UtAvy
Bollywood classics,2jAQlUjsDn0FrdECMLFdrF,Hindi Dance Party (Bollywood Hindi Songs),Hindi and Indian dance songs to groove to at a party ranging from the new Bollywood songs to the classics,0,246,Tapan Desai,https://open.spotify.com/playlist/2jAQlUjsDn0FrdECMLFdrF
Bollywood classics,4euvxa6FqqvniKhH42b1Wn,"Hindi Songs (Bollywood, Pop, Indie, Hip Hop)","Best of hindi music including bollywood, hip-hop, old classics, and 90s pop. Updated every month.",0,673,Tapan Desai,https://open.spotify.com/playlist/4euvxa6FqqvniKhH42b1Wn
Bollywood classics,4A99O8hB6SMSDuOOLGZT9R,Bollywood classics from 80’s & 90’s,,0,107,Kartik Rao,https://open.spotify.com/playlist/4A99O8hB6SMSDuOOLGZT9R
